         MJD           Ac           As           X0           Y0           dX           dY
 48227.00000    -152.4464       8.8453      68.5681     -37.3944     110.3929     109.4690 
 48228.00000    -152.0529       8.3423      69.1857     -37.3967     112.5713     108.5737 
 48229.00000    -152.4632       7.8634      69.5194     -38.0091     114.6701     107.8274 
 48230.00000    -153.4318       7.0867      69.9521     -39.0319     116.7310     107.2666 
 48231.00000    -154.3577       5.8823      70.8310     -39.9840     118.8384     106.8363 
 48232.00000    -154.9246       4.3559      72.1604     -40.6321     121.0098     106.4540 
 48233.00000    -154.9981       2.8552      73.6244     -40.8881     123.2095     105.9924 
 48234.00000    -154.6511       1.3791      75.1770     -40.9202     125.3929     105.3577 
 48235.00000    -154.2660       0.1726      76.4668     -40.9699     127.5487     104.5934 
 48236.00000    -154.2250      -0.4599      77.0749     -41.2000     129.6702     103.7803 
 48237.00000    -154.6898      -0.7507      77.1109     -41.8088     131.7136     102.9256 
 48238.00000    -155.5816      -1.1124      76.9375     -42.8736     133.6441     102.0100 
 48239.00000    -156.5901      -1.7478      76.8532     -44.1859     135.4721     101.0289 
 48240.00000    -156.9609      -2.6411      77.2119     -45.0659     137.2746      99.9726 
 48241.00000    -156.2449      -3.6853      78.1781     -45.0630     139.1073      98.8595 
 48242.00000    -154.7963      -4.7121      79.4928     -44.3339     140.9736      97.8077 
 48243.00000    -153.2100      -5.7214      80.9391     -43.3062     142.8882      96.9377 
 48244.00000    -151.7965      -6.6703      82.3459     -42.2220     144.8530      96.2681 
 48245.00000    -150.5036      -7.7464      83.8736     -41.2479     146.8445      95.6682 
 48246.00000    -149.2221      -8.7724      85.3744     -40.3566     148.8261      94.9876 
 48247.00000    -147.9724      -9.1438      86.2868     -39.3769     150.7736      94.1180 
 48248.00000    -147.1478      -8.4852      86.2325     -38.3864     152.8181      93.1082 
 48249.00000    -146.5278      -7.1581      85.6340     -37.1938     154.9521      92.0990 
 48250.00000    -145.9795      -6.0033      85.1072     -36.0081     156.9991      91.1832 
 48251.00000    -145.5498      -5.5592      84.9649     -35.2435     158.8495      90.2822 
 48252.00000    -144.9247      -6.2590      85.7294     -35.1090     160.5115      89.1889 
 48253.00000    -144.1828      -7.1928      86.7357     -35.1507     162.1365      87.9554 
 48254.00000    -143.7588      -7.0704      86.8509     -34.8550     163.8982      86.7192 
 48255.00000    -143.6453      -6.0758      86.1788     -34.2442     165.7320      85.5146 
 48256.00000    -143.6438      -4.8670      85.2574     -33.5229     167.5183      84.3346 
 48257.00000    -143.6567      -3.7990      84.3976     -32.8304     169.2248      83.1697 
 48258.00000    -143.5674      -3.0188      83.7966     -32.1943     170.8643      81.9981 
 48259.00000    -143.1929      -2.5346      83.6100     -31.5285     172.4738      80.7829 
 48260.00000    -141.6791      -1.9247      84.2526     -30.0613     174.2366      79.3899 
 48261.00000    -139.5882      -1.2245      85.3419     -28.2407     176.0708      77.8472 
 48262.00000    -139.1473      -1.1886      85.6078     -28.0233     177.6096      76.3753 
 48263.00000    -140.1596      -1.6015      85.0437     -29.0530     178.9443      75.0140 
 48264.00000    -141.0708      -1.7905      84.3863     -29.7521     180.2883      73.7224 
 48265.00000    -140.7173      -1.3724      84.3213     -29.0779     181.7765      72.4393 
 48266.00000    -139.4630      -0.6815      84.8830     -27.5784     183.4073      71.1300 
 48267.00000    -138.2809      -0.3522      85.7218     -26.3982     185.0552      69.8027 
 48268.00000    -137.6599      -0.5643      86.4817     -26.0196     186.6116      68.4504 
 48269.00000    -137.6264      -1.1881      86.9830     -26.3744     188.0383      67.0615 
 48270.00000    -137.6540      -1.6538      87.3138     -26.6832     189.4361      65.6336 
 48271.00000    -137.0573      -1.6771      87.8142     -26.2339     190.8062      64.2104 
 48272.00000    -135.8064      -1.5978      88.6951     -25.2724     192.0865      62.7965 
 48273.00000    -134.6011      -2.0771      89.9102     -24.8175     193.3386      61.3471 
 48274.00000    -134.0002      -3.2115      91.0972     -25.3804     194.6010      59.7861 
 48275.00000    -134.0146      -3.9732      91.5201     -26.2046     195.8077      58.0557 
 48276.00000    -134.3834      -4.3342      91.3974     -26.9815     196.9876      56.2554 
 48277.00000    -134.8246      -4.6181      91.1932     -27.6794     198.1821      54.4933 
 48278.00000    -135.1567      -4.6978      90.9625     -28.0676     199.3682      52.7878 
 48279.00000    -135.2595      -4.3640      90.6595     -27.9238     200.5065      51.1193 
 48280.00000    -134.8970      -3.6182      90.4845     -27.1744     201.5777      49.4324 
 48281.00000    -134.1327      -2.4657      90.4031     -25.9082     202.5715      47.6846 
 48282.00000    -133.5773      -0.8016      89.8704     -24.4296     203.4944      45.8066 
 48283.00000    -133.6076       1.1539      88.6669     -23.0308     204.3249      43.8688 
 48284.00000    -134.0284       2.9424      87.1841     -21.8660     205.0589      41.9915 
 48285.00000    -133.8712       3.8677      86.6205     -20.9247     205.7249      40.3176 
 48286.00000    -133.0631       3.8811      87.0990     -20.3007     206.3784      38.8031 
 48287.00000    -132.2896       3.5258      87.8114     -20.0041     207.0913      37.3131 
 48288.00000    -131.9713       3.3273      88.1699     -19.8353     207.9012      35.7695 
 48289.00000    -131.9678       3.5827      88.1377     -19.4555     208.7756      34.1619 
 48290.00000    -132.1586       4.2853      87.7894     -18.8269     209.6647      32.4634 
 48291.00000    -132.3932       5.1558      87.3768     -18.1346     210.5549      30.6680 
 48292.00000    -132.4602       5.9296      87.1979     -17.5320     211.4400      28.7796 
 48293.00000    -132.0413       6.4139      87.5995     -17.1043     212.2998      26.7804 
 48294.00000    -132.1530       6.8177      87.5125     -16.7998     213.0917      24.9226 
 48295.00000    -132.3499       7.5514      87.1886     -15.9773     213.8053      23.2875 
 48296.00000    -131.4711       8.6944      87.6736     -14.2775     214.4075      21.7611 
 48297.00000    -129.3704       9.4547      89.3278     -12.7011     214.8316      20.0845 
 48298.00000    -127.6377       9.7625      90.8149     -12.0298     215.2313      18.0908 
 48299.00000    -126.9649       9.9609      91.4483     -12.0487     215.7071      15.8629 
 48300.00000    -126.7670      10.1479      91.6886     -12.2871     216.2045      13.5708 
 48301.00000    -126.5686      10.3450      91.9216     -12.4628     216.6634      11.3301 
 48302.00000    -126.3197      10.6527      92.1443     -12.4120     217.0574       9.1951 
 48303.00000    -126.4124      11.2133      91.9506     -12.1146     217.3898       7.1427 
 48304.00000    -127.3890      12.3512      90.8008     -11.2692     217.7149       5.2633 
 48305.00000    -128.8787      13.6488      89.1472     -10.2118     218.0183       3.5088 
 48306.00000    -129.4579      14.0534      88.4571      -9.9365     218.1620       1.6162 
 48307.00000    -129.7208      14.2650      88.0765      -9.7567     218.2334      -0.2609 
 48308.00000    -130.1201      14.9676      87.4990      -9.0078     218.2917      -2.0408 
 48309.00000    -130.0630      15.9817      87.2960      -7.9253     218.2748      -3.8812 
 48310.00000    -129.6671      17.5120      87.3250      -6.4330     218.1680      -5.8734 
 48311.00000    -129.2762      19.5855      87.2793      -4.5711     217.9849      -8.0292 
 48312.00000    -129.2783      21.5144      86.8496      -2.9903     217.7032     -10.2751 
 48313.00000    -129.8155      22.3712      86.0290      -2.5185     217.3781     -12.5166 
 48314.00000    -130.5681      22.0538      85.1213      -3.1395     217.0350     -14.6792 
 48315.00000    -130.6799      21.5680      84.9504      -3.8190     216.7613     -16.7928 
 48316.00000    -129.8246      21.6509      85.8448      -3.8610     216.6020     -18.8856 
 48317.00000    -128.5496      22.4039      87.2675      -3.2546     216.5443     -20.9868 
 48318.00000    -127.7265      23.3839      88.2731      -2.3900     216.4753     -23.0069 
 48319.00000    -127.8656      24.2487      88.2773      -1.5410     216.3098     -24.8927 
 48320.00000    -128.5656      25.1255      87.6438      -0.6550     216.0146     -26.7571 
 48321.00000    -129.2783      26.1910      86.9243       0.3432     215.5890     -28.7127 
 48322.00000    -129.7213      27.4880      86.4318       1.4546     215.0531     -30.7907 
 48323.00000    -129.7721      28.9402      86.3415       2.6171     214.4540     -32.9570 
 48324.00000    -129.3938      30.3385      86.7617       3.6968     213.8710     -35.1156 
 48325.00000    -129.2300      31.6721      87.1220       4.8740     213.3799     -37.1076 
 48326.00000    -129.7014      32.9097      87.0225       6.1809     213.0050     -38.9179 
 48327.00000    -130.4483      33.9339      86.7611       7.3606     212.7013     -40.6741 
 48328.00000    -131.0411      34.7065      86.6965       8.2297     212.4137     -42.4802 
 48329.00000    -131.3111      35.3197      86.9511       8.8154     212.0964     -44.3707 
 48330.00000    -131.5512      36.2502      87.2646       9.6923     211.7141     -46.2730 
 48331.00000    -131.9150      38.2205      87.4874      11.6773     211.1345     -48.1038 
 48332.00000    -132.5812      40.5314      87.4065      14.1064     210.4015     -49.8685 
 48333.00000    -133.6852      41.2940      86.7094      15.0936     209.6893     -51.6362 
 48334.00000    -135.0809      40.1010      85.3761      14.2259     208.9835     -53.4213 
 48335.00000    -136.6178      37.9914      83.6056      12.5513     208.1833     -55.1847 
 48336.00000    -138.1933      35.8651      81.6228      10.9608     207.2356     -56.9003 
 48337.00000    -139.6762      34.1253      79.6558       9.8160     206.1387     -58.5656 
 48338.00000    -140.8615      32.5587      77.9530       8.8276     204.9843     -60.2021 
 48339.00000    -141.5461      31.2067      76.7633       7.9283     203.8097     -61.8454 
 48340.00000    -141.3004      30.2452      76.5555       7.0434     202.6181     -63.5879 
 48341.00000    -140.2186      29.7533      77.2634       6.1911     201.4040     -65.4723 
 48342.00000    -138.9922      29.5331      78.1848       5.4638     200.1756     -67.4011 
 48343.00000    -138.2076      29.2923      78.6946       4.8836     198.9501     -69.2649 
 48344.00000    -137.8027      28.8647      78.8203       4.2969     197.7503     -71.0584 
 48345.00000    -137.0665      28.3255      79.2351       3.4153     196.5621     -72.8992 
 48346.00000    -137.1597      28.4441      79.1725       3.4719     195.4135     -74.6940 
 48347.00000    -138.2908      28.9272      78.4338       4.3938     194.3720     -76.3493 
 48348.00000    -139.3989      29.0675      77.6613       5.0606     193.3638     -77.9447 
 48349.00000    -139.9409      28.7046      77.1499       5.0175     192.2714     -79.5665 
 48350.00000    -140.3257      28.0732      76.5820       4.6137     191.0748     -81.2397 
 48351.00000    -140.8888      27.3298      75.7258       4.1368     189.7868     -82.9648 
 48352.00000    -141.2157      26.6693      75.0481       3.6743     188.4170     -84.6467 
 48353.00000    -140.5344      26.6163      75.4522       3.4962     186.9422     -86.1046 
 48354.00000    -139.1614      27.1191      76.6405       3.6257     185.3645     -87.3712 
 48355.00000    -138.9936      26.9528      76.3787       3.5284     183.6982     -88.8198 
 48356.00000    -139.9842      25.7509      74.5739       2.8972     181.9969     -90.4783 
 48357.00000    -140.5729      24.1613      72.9488       1.8283     180.3269     -92.0570 
 48358.00000    -140.3926      22.7550      72.1226       0.6976     178.7153     -93.4611 
 48359.00000    -140.2494      21.8763      71.5861       0.0775     177.1513     -94.8143 
 48360.00000    -140.5409      21.7559      71.2527       0.2799     175.7293     -96.2070 
 48361.00000    -141.1745      21.8279      70.8616       0.7787     174.3967     -97.6447 
 48362.00000    -141.9298      21.4413      70.1170       0.9475     173.0421     -99.1035 
 48363.00000    -142.8001      20.7175      69.0484       0.9136     171.6308    -100.5652 
 48364.00000    -143.7444      19.9348      67.8306       0.8924     170.1447    -102.0235 
 48365.00000    -144.4429      19.4102      66.9151       0.8983     168.5879    -103.5198 
 48366.00000    -144.4785      19.3000      66.7654       0.7806     166.9985    -105.0487 
 48367.00000    -143.7613      19.5927      67.4624       0.4763     165.4001    -106.5723 
 48368.00000    -142.4228      19.9343      68.6530      -0.1501     163.7778    -108.0061 
 48369.00000    -140.8616      20.2092      69.9883      -0.8857     162.1750    -109.2925 
 48370.00000    -140.0529      20.6049      70.9861      -0.9497     160.7144    -110.4403 
 48371.00000    -139.8925      20.6923      71.3417      -0.7530     159.2839    -111.4971 
 48372.00000    -139.6924      20.0702      71.1129      -1.0927     157.7154    -112.5233 
 48373.00000    -139.6225      19.7325      70.9938      -1.2455     156.1472    -113.6408 
 48374.00000    -139.7002      20.1912      71.3507      -0.8646     154.5791    -114.8683 
 48375.00000    -139.3634      20.6137      71.7944      -0.8520     152.8099    -116.1063 
 48376.00000    -138.4779      20.6396      72.1233      -1.4938     150.8268    -117.2861 
 48377.00000    -136.9311      20.3995      72.6725      -2.7260     148.8227    -118.3435 
 48378.00000    -134.9228      20.0475      73.5237      -4.3120     146.9244    -119.2834 
 48379.00000    -133.2817      19.7213      74.2320      -5.6577     145.1356    -120.2248 
 48380.00000    -133.0703      19.7610      74.3448      -5.9418     143.4022    -121.3943 
